"routing","seed","phase_index","average_load","accepted_rate","avg_packet_latency","dr_fraction","dsl_fraction"
"dfm_dr","2204","4","0.25","0.199975","10.2736","1","0"
"dfm_dr","2204","5","0.3","0.225347","10.369","1","0"
"dfm_dr","2204","6","0.35","0.249931","10.5086","1","0"
"dfm_dr","2204","7","0.4","0.274977","10.9474","1","0"
"dfm_dr","2204","8","0.45","0.29956","14.486","1","0"
"dfm_dr","2204","9","0.5","0.322425","28.0324","1","0"
"dfm_dr","2204","10","0.55","0.344041","58.5517","1","0"
"dfm_dr","2204","11","0.6","0.364408","106.86","1","0"
"dfm_dr","2204","12","0.65","0.384096","171.544","1","0"
"dfm_dr","2204","13","0.7","0.40325","250.566","1","0"
"dfm_dr","2204","14","0.75","0.422075","341.172","1","0"
"dfm_dr","2204","15","0.8","0.440608","441.017","1","0"
"dfm_dr","2204","16","0.8","0.456628","549.96","1","0"
"dfm_dr","2204","17","0.8","0.470668","665.315","1","0"
"dfm_dr","2205","0","0.05","0.0496944","10.0475","1","0"
"dfm_dr","2205","1","0.1","0.0748102","10.0817","1","0"
"dfm_dr","2205","2","0.15","0.150269","10.1772","1","0"
"dfm_dr","2205","3","0.2","0.17594","10.2214","1","0"
"dfm_dr","2205","4","0.25","0.200605","10.2797","1","0"
"dfm_dr","2205","5","0.3","0.225069","10.3729","1","0"
"dfm_dr","2205","6","0.35","0.249998","10.5187","1","0"
"dfm_dr","2205","7","0.4","0.275077","10.9258","1","0"
"dfm_dr","2205","8","0.45","0.299329","14.3248","1","0"
"dfm_dr","2205","9","0.5","0.322032","27.5562","1","0"
"dfm_dr","2205","10","0.55","0.343313","58.2062","1","0"
"dfm_dr","2205","11","0.6","0.363866","107.12","1","0"
"dfm_dr","2205","12","0.65","0.383714","172.633","1","0"
"dfm_dr","2205","13","0.7","0.402877","251.989","1","0"
"dfm_dr","2205","14","0.75","0.421718","342.609","1","0"
"dfm_dr","2205","15","0.8","0.440293","442.692","1","0"
"dfm_dr","2205","16","0.8","0.456421","551.696","1","0"
"dfm_dr","2205","17","0.8","0.470602","667.05","1","0"
"dfm_dsl","2201","0","0.05","0.0496296","15.803","0","1"
"dfm_dsl","2201","1","0.1","0.0750139","15.8758","0","1"
"dfm_dsl","2201","2","0.15","0.148815","15.9537","0","1"
"dfm_dsl","2201","3","0.2","0.173708","15.9868","0","1"
"dfm_dsl","2201","4","0.25","0.199099","16.0536","0","1"
"dfm_dsl","2201","5","0.3","0.224676","16.1049","0","1"
"dfm_dsl","2201","6","0.35","0.250174","16.1605","0","1"
"dfm_dsl","2201","7","0.4","0.275211","16.2152","0","1"
"dfm_dsl","2201","8","0.45","0.300054","16.2732","0","1"
"dfm_dsl","2201","9","0.5","0.324838","16.332","0","1"
"dfm_dsl","2201","10","0.55","0.349538","16.395","0","1"
"dfm_dsl","2201","11","0.6","0.374236","16.4593","0","1"
"dfm_dsl","2201","12","0.65","0.399168","16.5329","0","1"
"dfm_dsl","2201","13","0.7","0.424314","16.6122","0","1"
"dfm_dsl","2201","14","0.75","0.449343","16.6987","0","1"
"dfm_dsl","2201","15","0.8","0.474274","16.8012","0","1"
"dfm_dsl","2201","16","0.8","0.495931","16.8816","0","1"
"dfm_dsl","2201","17","0.8","0.51495","16.9476","0","1"
"dfm_dsl","2202","0","0.05","0.0488333","15.8263","0","1"
"dfm_dsl","2202","1","0.1","0.0736713","15.8936","0","1"
"dfm_dsl","2202","2","0.15","0.150583","15.9577","0","1"
"dfm_dsl","2202","3","0.2","0.175255","16.0078","0","1"
"dfm_dsl","2202","4","0.25","0.199809","16.056","0","1"
"dfm_dsl","2202","5","0.3","0.22516","16.1061","0","1"
"dfm_dsl","2202","6","0.35","0.25015","16.1608","0","1"
"dfm_dsl","2202","7","0.4","0.274884","16.2168","0","1"
"dfm_dsl","2202","8","0.45","0.299549","16.2703","0","1"
"dfm_dsl","2202","9","0.5","0.324704","16.3341","0","1"
"dfm_dsl","2202","10","0.55","0.349521","16.3956","0","1"
"dfm_dsl","2202","11","0.6","0.374438","16.4624","0","1"
"dfm_dsl","2202","12","0.65","0.399406","16.5345","0","1"
"dfm_dsl","2202","13","0.7","0.424542","16.6149","0","1"
"dfm_dsl","2202","14","0.75","0.449601","16.7022","0","1"
"dfm_dsl","2202","15","0.8","0.474657","16.8049","0","1"
"dfm_dsl","2202","16","0.8","0.496333","16.8836","0","1"
"dfm_dsl","2202","17","0.8","0.515416","16.9509","0","1"
"dfm_dsl","2203","0","0.05","0.0495556","15.8698","0","1"
"dfm_dsl","2203","1","0.1","0.0752315","15.8932","0","1"
"dfm_dsl","2203","2","0.15","0.151213","15.9562","0","1"
"dfm_dsl","2203","3","0.2","0.176102","16.0049","0","1"
"dfm_dsl","2203","4","0.25","0.200472","16.0386","0","1"
"dfm_dsl","2203","5","0.3","0.225748","16.0957","0","1"
"dfm_dsl","2203","6","0.35","0.251022","16.1476","0","1"
"dfm_dsl","2203","7","0.4","0.275875","16.2034","0","1"
"dfm_dsl","2203","8","0.45","0.300999","16.2638","0","1"
"dfm_dsl","2203","9","0.5","0.325821","16.3226","0","1"
"dfm_dsl","2203","10","0.55","0.350701","16.3868","0","1"
"dfm_dsl","2203","11","0.6","0.375627","16.4571","0","1"
"dfm_dsl","2203","12","0.65","0.400652","16.531","0","1"
"dfm_dsl","2203","13","0.7","0.425415","16.611","0","1"
"dfm_dsl","2203","14","0.75","0.450397","16.6996","0","1"
"dfm_dsl","2203","15","0.8","0.475377","16.8008","0","1"
"dfm_dsl","2203","16","0.8","0.497015","16.8796","0","1"
"dfm_dsl","2203","17","0.8","0.515939","16.9423","0","1"
"dfm_dsl","2204","0","0.05","0.0500926","15.7627","0","1"
"dfm_dsl","2204","1","0.1","0.0744537","15.8562","0","1"
"dfm_dsl","2204","2","0.15","0.150796","15.9632","0","1"
"dfm_dsl","2204","3","0.2","0.175602","16.0097","0","1"
"dfm_dsl","2204","4","0.25","0.19991","16.0533","0","1"
"dfm_dsl","2204","5","0.3","0.225269","16.1019","0","1"
"dfm_dsl","2204","6","0.35","0.249835","16.1536","0","1"
"dfm_dsl","2204","7","0.4","0.27491","16.2079","0","1"
"dfm_dsl","2204","8","0.45","0.300103","16.2612","0","1"
"dfm_dsl","2204","9","0.5","0.325194","16.3227","0","1"
"dfm_dsl","2204","10","0.55","0.350503","16.3884","0","1"
"dfm_dsl","2204","11","0.6","0.375351","16.4561","0","1"
"dfm_dsl","2204","12","0.65","0.400329","16.531","0","1"
"dfm_dsl","2204","13","0.7","0.425362","16.6126","0","1"
"dfm_dsl","2204","14","0.75","0.450236","16.7021","0","1"
"dfm_dsl","2204","15","0.8","0.475194","16.8038","0","1"
"dfm_dsl","2204","16","0.8","0.496806","16.8835","0","1"
"dfm_dsl","2204","17","0.8","0.515911","16.9489","0","1"
"dfm_dsl","2205","0","0.05","0.0496111","15.8352","0","1"
"dfm_dsl","2205","1","0.1","0.0747222","15.8719","0","1"
"dfm_dsl","2205","2","0.15","0.150185","15.9756","0","1"
"dfm_dsl","2205","3","0.2","0.175843","16.0122","0","1"
"dfm_dsl","2205","4","0.25","0.200522","16.0595","0","1"
"dfm_dsl","2205","5","0.3","0.224991","16.0996","0","1"
"dfm_dsl","2205","6","0.35","0.24993","16.1528","0","1"
"dfm_dsl","2205","7","0.4","0.274992","16.209","0","1"
"dfm_dsl","2205","8","0.45","0.299783","16.2667","0","1"
"dfm_dsl","2205","9","0.5","0.324789","16.3264","0","1"
"dfm_dsl","2205","10","0.55","0.34972","16.391","0","1"
"dfm_dsl","2205","11","0.6","0.374823","16.4616","0","1"
"dfm_dsl","2205","12","0.65","0.399936","16.5364","0","1"
"dfm_dsl","2205","13","0.7","0.424686","16.6131","0","1"
"dfm_dsl","2205","14","0.75","0.449823","16.705","0","1"
"dfm_dsl","2205","15","0.8","0.474968","16.807","0","1"
"dfm_dsl","2205","16","0.8","0.496752","16.8882","0","1"
"dfm_dsl","2205","17","0.8","0.515705","16.952","0","1"
"dfm_hybrid_dr_dsl","2201","0","0.05","0.0497037","10.0523","0","1"
"dfm_hybrid_dr_dsl","2201","1","0.1","0.0751065","10.1028","0","1"
"dfm_hybrid_dr_dsl","2201","2","0.15","0.148824","10.5515","0","1"
"dfm_hybrid_dr_dsl","2201","3","0.2","0.173611","12.5413","0","1"
"dfm_hybrid_dr_dsl","2201","4","0.25","0.199052","14.0445","0","1"
"dfm_hybrid_dr_dsl","2201","5","0.3","0.224639","14.7699","0","1"
"dfm_hybrid_dr_dsl","2201","6","0.35","0.250163","15.202","0","1"
"dfm_hybrid_dr_dsl","2201","7","0.4","0.275182","15.4894","0","1"
"dfm_hybrid_dr_dsl","2201","8","0.45","0.300034","15.7019","0","1"
"dfm_hybrid_dr_dsl","2201","9","0.5","0.324825","15.8683","0","1"
"dfm_hybrid_dr_dsl","2201","10","0.55","0.34952","16.0119","0","1"
"dfm_hybrid_dr_dsl","2201","11","0.6","0.374214","16.1366","0","1"
"dfm_hybrid_dr_dsl","2201","12","0.65","0.399151","16.2565","0","1"
"dfm_hybrid_dr_dsl","2201","13","0.7","0.424301","16.3724","0","1"
"dfm_hybrid_dr_dsl","2201","14","0.75","0.449327","16.4889","0","1"
"dfm_hybrid_dr_dsl","2201","15","0.8","0.474264","16.6154","0","1"
"dfm_hybrid_dr_dsl","2201","16","0.8","0.495923","16.7134","0","1"
"dfm_hybrid_dr_dsl","2201","17","0.8","0.514942","16.7971","0","1"
"dfm_hybrid_dr_dsl","2202","0","0.05","0.0489259","10.1497","0","1"
"dfm_hybrid_dr_dsl","2202","1","0.1","0.0737593","10.2373","0","1"
"dfm_hybrid_dr_dsl","2202","2","0.15","0.150685","11.3427","0","1"
"dfm_hybrid_dr_dsl","2202","3","0.2","0.175171","13.0032","0","1"
"dfm_hybrid_dr_dsl","2202","4","0.25","0.19975","14.2862","0","1"
"dfm_hybrid_dr_dsl","2202","5","0.3","0.225132","14.9262","0","1"
"dfm_hybrid_dr_dsl","2202","6","0.35","0.250104","15.3116","0","1"
"dfm_hybrid_dr_dsl","2202","7","0.4","0.274855","15.5721","0","1"
"dfm_hybrid_dr_dsl","2202","8","0.45","0.299529","15.7677","0","1"
"dfm_hybrid_dr_dsl","2202","9","0.5","0.324686","15.9265","0","1"
"dfm_hybrid_dr_dsl","2202","10","0.55","0.349507","16.059","0","1"
"dfm_hybrid_dr_dsl","2202","11","0.6","0.374423","16.1789","0","1"
"dfm_hybrid_dr_dsl","2202","12","0.65","0.399399","16.2917","0","1"
"dfm_hybrid_dr_dsl","2202","13","0.7","0.424526","16.4052","0","1"
"dfm_hybrid_dr_dsl","2202","14","0.75","0.449583","16.5199","0","1"
"dfm_hybrid_dr_dsl","2202","15","0.8","0.47464","16.6461","0","1"
"dfm_hybrid_dr_dsl","2202","16","0.8","0.496315","16.7421","0","1"
"dfm_hybrid_dr_dsl","2202","17","0.8","0.5154","16.8221","0","1"
"dfm_hybrid_dr_dsl","2203","0","0.05","0.0496296","10.0521","0","1"
"dfm_hybrid_dr_dsl","2203","1","0.1","0.0753333","10.1428","0","1"
"dfm_hybrid_dr_dsl","2203","2","0.15","0.151241","10.5265","0","1"
"dfm_hybrid_dr_dsl","2203","3","0.2","0.175986","12.4376","0","1"
"dfm_hybrid_dr_dsl","2203","4","0.25","0.200392","13.9417","0","1"
"dfm_hybrid_dr_dsl","2203","5","0.3","0.225685","14.6982","0","1"
"dfm_hybrid_dr_dsl","2203","6","0.35","0.250983","15.1416","0","1"
"dfm_hybrid_dr_dsl","2203","7","0.4","0.27584","15.4362","0","1"
"dfm_hybrid_dr_dsl","2203","8","0.45","0.300971","15.6599","0","1"
"dfm_hybrid_dr_dsl","2203","9","0.5","0.325792","15.8343","0","1"
"dfm_hybrid_dr_dsl","2203","10","0.55","0.350678","15.9828","0","1"
"dfm_hybrid_dr_dsl","2203","11","0.6","0.375618","16.115","0","1"
"dfm_hybrid_dr_dsl","2203","12","0.65","0.400637","16.2393","0","1"
"dfm_hybrid_dr_dsl","2203","13","0.7","0.425398","16.3581","0","1"
"dfm_hybrid_dr_dsl","2203","14","0.75","0.45039","16.4808","0","1"
"dfm_hybrid_dr_dsl","2203","15","0.8","0.475366","16.6103","0","1"
"dfm_hybrid_dr_dsl","2203","16","0.8","0.497002","16.7092","0","1"
"dfm_hybrid_dr_dsl","2203","17","0.8","0.515924","16.7897","0","1"
"dfm_hybrid_dr_dsl","2204","0","0.05","0.0501667","10.1565","0","1"
"dfm_hybrid_dr_dsl","2204","1","0.1","0.0745509","10.2917","0","1"
"dfm_hybrid_dr_dsl","2204","2","0.15","0.150861","11.1202","0","1"
"dfm_hybrid_dr_dsl","2204","3","0.2","0.175514","13.109","0","1"
"dfm_hybrid_dr_dsl","2204","4","0.25","0.199849","14.3564","0","1"
"dfm_hybrid_dr_dsl","2204","5","0.3","0.225218","14.9743","0","1"
"dfm_hybrid_dr_dsl","2204","6","0.35","0.2498","15.3399","0","1"
"dfm_hybrid_dr_dsl","2204","7","0.4","0.27488","15.5892","0","1"
"dfm_hybrid_dr_dsl","2204","8","0.45","0.300075","15.7781","0","1"
"dfm_hybrid_dr_dsl","2204","9","0.5","0.325161","15.9327","0","1"
"dfm_hybrid_dr_dsl","2204","10","0.55","0.350477","16.0675","0","1"
"dfm_hybrid_dr_dsl","2204","11","0.6","0.375322","16.1862","0","1"
"dfm_hybrid_dr_dsl","2204","12","0.65","0.400318","16.3017","0","1"
"dfm_hybrid_dr_dsl","2204","13","0.7","0.425341","16.4136","0","1"
"dfm_hybrid_dr_dsl","2204","14","0.75","0.450217","16.5295","0","1"
"dfm_hybrid_dr_dsl","2204","15","0.8","0.475173","16.6525","0","1"
"dfm_hybrid_dr_dsl","2204","16","0.8","0.496794","16.7492","0","1"
"dfm_hybrid_dr_dsl","2204","17","0.8","0.515895","16.8291","0","1"
"dfm_hybrid_dr_dsl","2205","0","0.05","0.0496944","10.0475","0","1"
"dfm_hybrid_dr_dsl","2205","1","0.1","0.0748102","10.1119","0","1"
"dfm_hybrid_dr_dsl","2205","2","0.15","0.150167","11.2986","0","1"
"dfm_hybrid_dr_dsl","2205","3","0.2","0.175755","13.2161","0","1"
"dfm_hybrid_dr_dsl","2205","4","0.25","0.200463","14.4229","0","1"
"dfm_hybrid_dr_dsl","2205","5","0.3","0.224954","15.0063","0","1"
"dfm_hybrid_dr_dsl","2205","6","0.35","0.249906","15.3629","0","1"
"dfm_hybrid_dr_dsl","2205","7","0.4","0.274965","15.6112","0","1"
"dfm_hybrid_dr_dsl","2205","8","0.45","0.299749","15.7954","0","1"
"dfm_hybrid_dr_dsl","2205","9","0.5","0.324762","15.9476","0","1"
"dfm_hybrid_dr_dsl","2205","10","0.55","0.349704","16.0788","0","1"
"dfm_hybrid_dr_dsl","2205","11","0.6","0.37481","16.1979","0","1"
"dfm_hybrid_dr_dsl","2205","12","0.65","0.399921","16.3103","0","1"
"dfm_hybrid_dr_dsl","2205","13","0.7","0.424669","16.4182","0","1"
"dfm_hybrid_dr_dsl","2205","14","0.75","0.449816","16.537","0","1"
"dfm_hybrid_dr_dsl","2205","15","0.8","0.47496","16.6596","0","1"
"dfm_hybrid_dr_dsl","2205","16","0.8","0.496744","16.7551","0","1"
"dfm_hybrid_dr_dsl","2205","17","0.8","0.5157","16.8337","0","1"
